山东,画面太满看得很累，剧情让我感到很不舒服，前半段想睡，后半段想走，大概就这种感觉
上海,“我不怕你！”要笑啊！要大笑啊！如果生命以痛吻你，你不要报之以歌，你扇它巴掌啊！！！
广东,为什么女主背负了因为自己死了一个人的罪恶感之后抑郁就消失了？场景好看。
广东,其实我有被打动到，就是那种“我偏要劈开大海”的信念，让我想起《平原上的摩西》那句“只要你心里的念是真的，只要你心里的念是诚的，高山大海都会给你让路，那些驱赶你的人，那些容不下你的人，都会受到惩罚。”导演最后想说的大概就是，面对残酷的现实，不改心志，要比造一个美轮美奂的深海梦境更需要“我偏要劈开大海”的信念。所以这是一个关于抑郁症患者的故事，又不止于此。
河北,"国产动漫人就不会像个人似的，说话不好好说，走路不会好好走，一星纯是看着画面给的。
你要说小女孩画的我觉得蛮可爱的，南河脸画的抽象点我也理解，动漫吗。
但是你那嘴说话的时候七裂谷八歪的好像小儿麻痹，为了节目效果画的你不能全程这样啊，南河配音整部电影下来就没几句正经好好说的话。为了表现小女孩到新环境怯懦手忙脚乱可以理解，但还是那句话，水满则溢，你一直整活就审美疲劳了，霍金站起来走两步都比她走的好。
故事讲的啥也不是啥最可气的还是梦结局，太恶心了。
煽情倒是还真用心了，可不管事，你故事都没讲好人物都没立住看起来就像搞笑了，还是再给一星吧，真的纯感情，盼了一年塞了口屎，不信国漫了。"
广东,真的欠你一张电影票，但我记住你的名字了，田晓鹏！
河南,md，神了
福建,大年初三，哭成狗。有一瞬间我甚至觉得南河就是参宿的妈妈。
上海,为什么一个家庭的错误要一个毫不相干拼命努力活着的成年人去付出代价？
四川,先承认我在看的中途睡着了，因为中间的故事和千与千寻真的很像，但是故事不够丝滑流畅。平心而论，所有情绪的外化都太过直白，人物台词太过直白，中途感觉真的很无聊。但是，庆幸我在后半段醒了，后面真的很让人感动，就算他很直白，我还是很感动，不仅仅是参宿最后拼命想要挽住南河的感动，也不是即使她在孤寂中仍然选择回到现实，而是南河的自我救赎。他才是全剧中最应该被拯救的，他永远分得清情感和利益孰轻孰重，在这样私人化的个体情感叙事中，中途是让我无聊到不会去注意各种细节，但这也是影院的魅力，我忽略了其中的细节，但影院观众强制性与被迫性让我看完了整部电影，也有机会去接触这样的电影。（p.s.故事的确需要更深刻一点）
上海,田晓鹏你可真牛啊     看到说等网上看的评论以后补充：头一次因为画面（和音乐）感到幸福，震撼的幸福，没有在高质量的大屏幕上看到是眼睛的损失。
陕西,反转时刻开始流泪，最后一句「醒来吧，散场了」忍不住泪崩。当然，前面的故事太弱了，因为深海大饭店美术设计的极繁、人物造型上的模仿和宫崎骏千与千寻与哈尔移动城堡过于相似经常跳戏，大概是文化背景不同无法从一开始认同海精灵的暗示、深海之心的设定与寻找妈妈的关联……南河形象在中段孤勇者英雄的设定让我颇感不适……当然那种遮天蔽日汹涌而来的黑暗在3d视效的加成下是很有代入感的，但因为很难认同人物的情绪让我时常游离于故事的不信服和生理的窒息之间，丧气鬼和晦气这种暗示好像不该如此直白的出现……结尾之所以哭，是因为有时候短暂同行的陌生人给予的善意和关爱，都比父母要多要真要没有理由，而我们在观影中的救赎感也像黄粱一梦，或许在现实生活中早已死去，而电影无法遁入其中……
浙江,想象部分过于聒噪，调度节奏乱七八糟。一个好故事，戏里戏外都是好故事。希望编剧下次能改正。
重庆,我的个天，叫你们别吹大圣归来，你们非不听，这破玩意简直侮辱动漫这两个字
河南,真正的参宿，是不会醒来的。深海大饭店不是梦，被忽视的孩子醒过来过上了幸福的生活，这才是梦。我估计真的会有那些看了《深海》之后感同身受的人，好好生活，不放弃，这些电影里讲的，都是对的，但是，别给父母再来一次的机会，把孩子逼成这样的双亲，他们哪里值得就这样被原谅了，这也是电影语焉不详不敢点出的事。
北京,不怪人新海诚挣钱 你看你拍的是个啥
湖南,看开头以为是宫崎骏，没想到最后是李安。[B+]
上海,“傻孩子，这真的不是你的错” 看完这部电影我久久无法平静，我流泪，在心中拼命的呐喊，我们有着相同的故事。我想：电影的本身，并不是拿着抑郁症的命题、幌子在招摇过市。回到电影的本身，不应该去深究抑郁的本质，反映到的是家庭本身对于孩子的影响吗？孩子，本身就是要依靠爱，才能健康茁壮的成长的。畸形的家庭，只会造就畸形的孩子。哪怕他们看起来，无论是身体还是心理都是健康的，但是在我们看不见的地方，有一小块一直是残缺的。至于如何弥补，我想是要有一个更广大，更永恒的爱去浇灌、滋润和弥补的。而这种爱，又那么的难得。或许，我们应该更关注的不是电影本身它精彩与否，而是看它呈现出来的东西是否值得大家重视。我喜欢这部电影，我爱它的叙事，爱它的光怪陆离，爱它的笑话，爱它的抒情。
浙江,太震撼了！田晓鹏带领团队研发的“粒子水墨”技术将国产动画的视觉效果推到了全新的高峰，他以深海为画板，涂抹上星辰银河的壮美璀璨。而当故事在第三幕反转时，又带来更深层的奇观，他拍的不是深海，而是人的内心，是潜意识里浩瀚的恐惧。而因为这种面对恐惧的勇气，也让这部动画闪烁着希望的光，足以照亮黑夜。
江苏,特效塞满严重挤压叙事空间，没有一个好的故事撑起来，注定华丽但空洞，观众不能只被自己的眼泪欺骗。
广东,好好讲个故事很难吗？画面感觉就是一坨五彩斑斓的黑。没必要。
北京,用力过猛，空洞乏味，元素堆砌，人设反感生厌，整部片子仿佛一只珐琅雕花夜壶，外边那层漂亮皮里装满了导演飞叶子过量吐出来的呕吐物，所有有台词的生物张嘴就特招人讨厌，我只看到对千与千寻和哈尔的移动城堡的拙劣模仿，别看
陕西,如果我是参宿就不活了，不希望南河救我。
广西,比较差的缝合怪
湖北,多一星给特效和画面。看得很难受的一部电影，尤其不喜欢五官乱飞动作浮夸的南河和各种奇形怪状的鱼，就算可以理解为小孩在和南河接触的大部分时间南河都在尽力逗她开心，还是夸张过头了。以及几乎从头到尾的相同配色的大段彩色画面，看得眼睛好累。明明技术已经这么顶尖了，故事也是少有人尝试的题材，最后拍出来却是这样，真的很失望。这部电影的优点很明显，其他方面只能说都不太对我胃口吧。
北京,比虚伪自恋的创作更让人恶心的恬不知耻的卖惨营销
北京,美术和技术当然一流。模板是千与千寻、少年派、寻梦环游等的合体。头五分钟深入了被离异母亲抛弃寄人篱下小姑娘的内心，特别棒。之后一个小时成为美轮美奂的熊出没式无聊。觉得问题在于缺乏价值观，因为价值观已经苍白，剩下的是每天的“房贷”压力，顾客好评，几颗星之类。相比之下，上述外国模板有真切又有个性的价值观。最后半小时与头五分钟对上了。价值观出来了，是九零后写出来的对于一零后二零后的绝望哀歌，比上述模板都要虚无和绝望。算是挽歌。很深很深，彻底的绝望。没有希望的压抑，同时带来负罪感，一种心灵毒害。幼小者认为是自己做错了什么。幼小者宁可认为自己做错了什么导致不被爱，也不愿意认为自己本来没做错但就是不被爱。不是么？接地气，是人们为了钱和内卷而放弃爱的时代，孩子受到巨大伤害。难得的真实真情体现。为此致敬。
山东,难看！退钱！人物建模丑，剧情无聊，配音出戏，导演国庆档期间还疯狂炒作
山东,中国动画电影的剧本真的在进步，我似乎也能感到一些桎梏，但不影响我因自己的理解在电影院哭得泪眼模糊。其实我对那些奇景感觉还好，大概是因为开篇就太悲伤了吧，我一直觉得小女孩见到深海大饭店的时候是已经死了，南河是黑无常，一腔孤勇到达海之眼在那里神魂俱灭也挺好的。但是结尾的现实才是更悲伤的事啊，姑娘，虽然你承担着另一人的生命继续活下去，但是往后人生会更苦的，我反正脑内自动删掉从女孩轻而易举和南河分开那场往后所有戏份。我自己去年一年工作不顺、新冠后遗症、年假期间也在焦虑的加班，在最后一次听到南河的“坚持”时，心中有触动。田晓鹏导演本质上是个悲观的人吧，自此登上我心中必看导演榜，很棒
广东,个人认为，《深海》这部电影前一个小时是看上去的特效盖过剧情，后四十多分钟是剧情盖过特效，前面是一个荒诞的梦，后面是残酷的现实，个人认为这是春节档最值的电影！不仅特效用心，剧情只要有耐心张力十足，最后四十多分钟发力真的刀死你（所以一定要忍住）。唯一美中不足的一点，就是男主南河的人物弧光稍微有些不完整，如果将人物的背景有更详尽的介绍和表现（我觉得可能是太现实了被删减了），后劲可能会更足！总之，4.5星/5星
