search URL:,https://patents.google.com/?q=%28%E6%90%9C%E7%B4%A2%29&assignee=%E7%99%BE%E5%BA%A6%E5%9C%A8%E7%BA%BF%E7%BD%91%E7%BB%9C%E6%8A%80%E6%9C%AF%EF%BC%88%E5%8C%97%E4%BA%AC%EF%BC%89%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&oq=%E6%90%9C%E7%B4%A2
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-111062736-A,模型训练、线索排序方法、装置及设备 ,百度在线网络技术（北京）有限公司,"周丽芳, 尹存祥, 骆金昌, 方军, 钟辉强, 吴晓晖",2018-10-17,2018-10-17,2020-04-24,,https://patents.google.com/patent/CN111062736A/zh,https://patentimages.storage.googleapis.com/d5/5b/93/e3fc7918ba088e/HDA0001832220300000011.png
CN-103425748-A,一种文档资源建议词的挖掘方法和装置 ,百度在线网络技术（北京）有限公司,"李国洪, 潘欣婷, 陈庆轩",2013-07-19,2013-07-19,2013-12-04,,https://patents.google.com/patent/CN103425748A/zh,https://patentimages.storage.googleapis.com/d0/c9/a6/967c1a0bd94859/HDA00003540131800011.png
CN-103064967-B,一种用于建立用户二元关系库的方法与设备 ,百度在线网络技术（北京）有限公司,"陆阳阳, 孟可丰",2012-12-31,2012-12-31,2018-10-12,2018-10-12,https://patents.google.com/patent/CN103064967B/zh,
CN-103077218-B,一种用于确定查询请求中查询序列的需求信息的方法与设备 ,百度在线网络技术（北京）有限公司,何晏成,2012-12-28,2012-12-28,2016-08-24,2016-08-24,https://patents.google.com/patent/CN103077218B/zh,
CN-102291401-A,一种在wap环境下传输流式数据的方法、客户端和系统 ,百度在线网络技术（北京）有限公司,"李彬孟, 易成, 段志民",2011-08-09,2011-08-09,2011-12-21,,https://patents.google.com/patent/CN102291401A/zh,https://patentimages.storage.googleapis.com/28/7f/69/81be1c5fe1f5f1/HDA0000082007540000011.png
CN-103067450-B,用于云环境的应用程序控制方法和系统 ,百度在线网络技术（北京）有限公司,刘娟,2012-12-13,2012-12-13,2016-10-26,2016-10-26,https://patents.google.com/patent/CN103067450B/zh,
CN-104965922-A,利于盲人感知的信息获取方法和系统 ,百度在线网络技术（北京）有限公司,"李佳霖, 景鲲, 吴甜, 王海峰, 关岱松",2015-07-09,2015-07-09,2015-10-07,,https://patents.google.com/patent/CN104965922A/zh,
WO-2022127005-A1,应用意图的响应方法、装置、设备、存储介质及程序产品 ,百度在线网络技术（北京）有限公司,陈都,2020-12-18,2021-05-10,2022-06-23,,https://patents.google.com/patent/WO2022127005A1/zh,https://patentimages.storage.googleapis.com/3e/99/11/bd3d9c7f483126/PCTCN2021092644-appb-300001.png
CN-108022115-B,信息处理方法、装置和设备 ,百度在线网络技术（北京）有限公司,"韦柏松, 揭磊骏, 马伟, 袁川",2016-10-31,2016-10-31,2022-10-28,2022-10-28,https://patents.google.com/patent/CN108022115B/zh,https://patentimages.storage.googleapis.com/e1/56/87/62aef5caba0c2b/HDA0001137412890000011.png
CN-109145141-A,信息展示方法和装置 ,百度在线网络技术（北京）有限公司,王群,2018-09-06,2018-09-06,2019-01-04,,https://patents.google.com/patent/CN109145141A/zh,
CN-104966209-A,一种用于提供和获取消费相关信息的方法和装置 ,百度在线网络技术（北京）有限公司,俞锋锋,2015-06-02,2015-06-02,2015-10-07,,https://patents.google.com/patent/CN104966209A/zh,
CN-110875905-A,账号管理方法、装置及存储介质 ,百度在线网络技术（北京）有限公司,"高聪, 马啸空, 张涛涛, 袁瀚",2018-08-31,2018-08-31,2020-03-10,,https://patents.google.com/patent/CN110875905A/zh,https://patentimages.storage.googleapis.com/a0/6b/79/c25a525d695217/HDA0001785443640000011.png
CN-106227876-A,一种活动安排辅助决策方法和装置 ,百度在线网络技术（北京）有限公司,"葛志明, 时迎超, 张琦, 吴玉芳, 王楠, 崔建青, 徐冉, 佘俏俏, 忻舟",2016-08-02,2016-08-02,2016-12-14,,https://patents.google.com/patent/CN106227876A/zh,
CN-110519373-A,用于推送信息的方法和装置 ,百度在线网络技术（北京）有限公司,褚长森,2019-08-28,2019-08-28,2019-11-29,,https://patents.google.com/patent/CN110519373A/zh,
CN-103487057-A,基于端点扩展的路径规划方法及装置 ,百度在线网络技术（北京）有限公司,王光远,2013-10-08,2013-10-08,2014-01-01,,https://patents.google.com/patent/CN103487057A/zh,https://patentimages.storage.googleapis.com/05/31/5c/f34f2610c1ae80/HDA0000392138650000011.png
CN-108319601-A,信息获取方法和装置 ,百度在线网络技术（北京）有限公司,"王存玮, 吕文玉, 韩冰峰, 王宝晖, 高博, 梁锦平, 侯宇鑫, 李军, 胡旷, 王道龙",2017-01-17,2017-01-17,2018-07-24,,https://patents.google.com/patent/CN108319601A/zh,
CN-106469205-A,一种确定用户的地理位置信息的方法与装置 ,百度在线网络技术（北京）有限公司,"王鲁光, 韩友, 徐培治, 秦首科, 邱学忠",2016-08-31,2016-08-31,2017-03-01,,https://patents.google.com/patent/CN106469205A/zh,
CN-103678324-B,一种用于打开网页的方法、装置和设备 ,百度在线网络技术（北京）有限公司,刘侃,2012-09-03,2012-09-03,2019-03-19,2019-03-19,https://patents.google.com/patent/CN103678324B/zh,
CN-103685346-B,一种向用户提供对一个或多个文档的预览信息的方法与装置 ,百度在线网络技术（北京）有限公司,刘畅,2012-09-03,2012-09-03,2019-06-04,2019-06-04,https://patents.google.com/patent/CN103685346B/zh,
WO-2016155309-A1,一种基于绑定终端的应用实现方法、装置和存储介质 ,百度在线网络技术（北京）有限公司,"刘俊启, 黎科峰",2015-03-27,2015-11-03,2016-10-06,,https://patents.google.com/patent/WO2016155309A1/zh,https://patentimages.storage.googleapis.com/50/89/34/97bfc5022ea39b/PCTCN2015093622-appb-300001.png
CN-103631861-A,一种用于处理并提供评测信息的方法与设备 ,百度在线网络技术（北京）有限公司,"侯建彬, 姚晔, 陈恭明, 牛章鹏, 俞瑞山, 王文枢, 吕书海, 孙晓洁, 颜俊伟, 李大任, 佘俏俏",2013-10-28,2013-10-28,2014-03-12,,https://patents.google.com/patent/CN103631861A/zh,https://patentimages.storage.googleapis.com/98/a7/05/6b5213ae6fe21f/HDA0000403531170000011.png
CN-102760156-B,一种用于生成与关键词相对应的发布信息的方法、装置与设备 ,百度在线网络技术（北京）有限公司,"汪牧远, 袁伟, 常华, 冯文剑, 陈海丹, 顾勇镛, 周寰, 徐明泉, 韩锋, 王有良, 姜世超",2012-06-05,2012-06-05,2016-01-13,2016-01-13,https://patents.google.com/patent/CN102760156B/zh,
CN-114398520-A,数据检索方法、系统、装置、电子设备及存储介质 ,百度在线网络技术（北京）有限公司,廖洪流,2022-01-18,2022-01-18,2022-04-26,,https://patents.google.com/patent/CN114398520A/zh,https://patentimages.storage.googleapis.com/73/cd/1d/9719b198ee2720/HDA0003475094680000011.png
CN-102779187-B,一种用于确定目标推广对象的推广减少信息的方法和设备 ,百度在线网络技术（北京）有限公司,"雷绍泽, 徐惠",2012-06-29,2012-06-29,2015-04-15,2015-04-15,https://patents.google.com/patent/CN102779187B/zh,
WO-2017024684-A1,用户行为意图的获取方法、装置、设备及非易失性计算机存储介质 ,百度在线网络技术（北京）有限公司,"何佳倍, 吴海山, 韩艳, 武政伟, 王建龙",2015-08-07,2015-11-13,2017-02-16,,https://patents.google.com/patent/WO2017024684A1/zh,https://patentimages.storage.googleapis.com/cc/77/6b/acdd4ce1e45851/PCTCN2015094528-appb-300001.png
CN-103678292-B,一种用于基于位置信息进行排序的方法和装置 ,百度在线网络技术（北京）有限公司,林冠辰,2012-08-29,2012-08-29,2018-06-05,2018-06-05,https://patents.google.com/patent/CN103678292B/zh,
CN-103647843-A,触发和响应云输入请求的方法和设备 ,百度在线网络技术（北京）有限公司,吴闯,2013-12-20,2013-12-20,2014-03-19,,https://patents.google.com/patent/CN103647843A/zh,https://patentimages.storage.googleapis.com/e7/a2/2e/4765b7aecef571/HDA0000443036780000022.png
CN-110958137-A,流量管理方法、装置及电子设备 ,百度在线网络技术（北京）有限公司,"林泽诚, 白松, 罗蛟",2019-11-14,2019-11-14,2020-04-03,,https://patents.google.com/patent/CN110958137A/zh,https://patentimages.storage.googleapis.com/81/d6/3b/a9e451f56e79d5/HDA0002272725960000011.png
CN-106446291-A,基于人工智能的图片内容页提供方法及装置 ,百度在线网络技术（北京）有限公司,"戚薇薇, 乔芳, 孙晶晶, 张涛, 刘玉苗, 余鑫",2016-11-15,2016-11-15,2017-02-22,,https://patents.google.com/patent/CN106446291A/zh,
CN-103886039-A,应用检索的优化方法和装置 ,百度在线网络技术（北京）有限公司,"邱鑫, 张凯勇, 洪庚伟",2014-03-10,2014-03-10,2014-06-25,,https://patents.google.com/patent/CN103886039A/zh,https://patentimages.storage.googleapis.com/2f/cc/62/2ce44abaa185f1/HDA0000474958150000011.png
CN-108230220-A,水印添加方法和装置 ,百度在线网络技术（北京）有限公司,杜长春,2016-12-15,2016-12-15,2018-06-29,,https://patents.google.com/patent/CN108230220A/zh,
CN-106294638-B,一种辅助决策方法和装置 ,百度在线网络技术（北京）有限公司,"崔丽, 徐冉, 李大任, 戴岱, 刘呈祥, 邵迪, 靳晓强",2016-08-02,2016-08-02,2020-01-14,2020-01-14,https://patents.google.com/patent/CN106294638B/zh,https://patentimages.storage.googleapis.com/08/13/bd/8e569cebf86803/HDA0001067630160000011.png
CN-106776342-A,一种对移动应用的内存对象进行分析的方法和装置 ,百度在线网络技术（北京）有限公司,刘俊启,2017-01-03,2017-01-03,2017-05-31,,https://patents.google.com/patent/CN106776342A/zh,
CN-102314224-A,一种输入法的数据库添加方法和设备 ,百度在线网络技术（北京）有限公司,周志华,2010-06-30,2010-06-30,2012-01-11,,https://patents.google.com/patent/CN102314224A/zh,https://patentimages.storage.googleapis.com/37/d1/b0/1db9839b6a3967/HSA00000167240200011.png
CN-111147940-A,视频播放方法、装置、计算机设备及介质 ,百度在线网络技术（北京）有限公司,刘涛,2019-12-30,2019-12-30,2020-05-12,,https://patents.google.com/patent/CN111147940A/zh,https://patentimages.storage.googleapis.com/48/6e/66/f62ad413bcc1e3/HDA0002348108520000011.png
CN-102063458-A,用于在计算机网络的网络设备中进行用户聚类的方法和设备 ,百度在线网络技术（北京）有限公司,郑佳谦,2010-10-12,2010-10-12,2011-05-18,,https://patents.google.com/patent/CN102063458A/zh,https://patentimages.storage.googleapis.com/19/a6/13/947e462934b322/6.png
CN-108536699-A,网页内容的抓取方法、装置、设备及存储介质 ,百度在线网络技术（北京）有限公司,"刘永, 魏炎炎, 阳健, 张旭祥, 李曙聪, 牛朋涛, 张莹莹",2017-03-02,2017-03-02,2018-09-14,,https://patents.google.com/patent/CN108536699A/zh,
CN-103678328-B,为移动用户提供其在先浏览信息的后续信息的方法与设备 ,百度在线网络技术（北京）有限公司,邢皖甲,2012-09-03,2012-09-03,2019-04-12,2019-04-12,https://patents.google.com/patent/CN103678328B/zh,
CN-102981909-B,控制终端的应用程序迁移的方法、装置及终端 ,百度在线网络技术（北京）有限公司,刘娟,2012-10-22,2012-10-22,2015-11-25,2015-11-25,https://patents.google.com/patent/CN102981909B/zh,
CN-103200218-B,电子文档的提供方法、系统及母书服务器 ,百度在线网络技术（北京）有限公司,詹君,2013-02-04,2013-02-04,2017-06-20,2017-06-20,https://patents.google.com/patent/CN103200218B/zh,
CN-107180095-A,用于展示信息的方法和装置 ,百度在线网络技术（北京）有限公司,"孙宇, 侯文�, 李冰冰",2017-05-16,2017-05-16,2017-09-19,,https://patents.google.com/patent/CN107180095A/zh,
CN-103425702-A,一种用于获取待调整账户的调整信息的方法、装置与设备 ,百度在线网络技术（北京）有限公司,"刘莎, 苏亮, 王平, 汤天骄",2012-05-24,2012-05-24,2013-12-04,,https://patents.google.com/patent/CN103425702A/zh,https://patentimages.storage.googleapis.com/de/56/b5/b0e988ecaf1708/HDA00001679537100011.png
CN-103514186-A,一种用于确定推广单元的推广需求类别的方法和设备 ,百度在线网络技术（北京）有限公司,"雷绍泽, 徐惠, 余昌远, 徐勇明",2012-06-20,2012-06-20,2014-01-15,,https://patents.google.com/patent/CN103514186A/zh,https://patentimages.storage.googleapis.com/da/89/6a/563abb65df7c7e/HDA00001791753800011.png
CN-103514206-A,确定与目标推广对象相对应的推广配置信息的方法与设备 ,百度在线网络技术（北京）有限公司,"冯文剑, 汪牧远, 余昌远, 袁伟",2012-06-26,2012-06-26,2014-01-15,,https://patents.google.com/patent/CN103514206A/zh,https://patentimages.storage.googleapis.com/b6/3d/14/899ff8b5a13580/HDA00001809555500011.png
CN-103544169-B,页面调整方法及装置 ,百度在线网络技术（北京）有限公司,"于高, 薛林波, 钱海祥, 薛晶晶",2012-07-12,2012-07-12,2017-05-10,2017-05-10,https://patents.google.com/patent/CN103544169B/zh,
CN-103530293-A,一种确定目标推广对象的优化信息的方法和设备 ,百度在线网络技术（北京）有限公司,"宋铭, 马群, 孙嘉, 谢洪瑞, 郑瑛, 曾彬彬, 徐惠, 余昌远, 徐勇明, 赵京华, 吴峰",2012-07-02,2012-07-02,2014-01-22,,https://patents.google.com/patent/CN103530293A/zh,https://patentimages.storage.googleapis.com/9f/b1/82/d66215b18762af/HDA00001842953300011.png
CN-103324695-B,一种wap网页索引库的建立方法与装置 ,百度在线网络技术（北京）有限公司,"蒲鹏, 张燕静, 程刚, 罗高景",2013-06-05,2013-06-05,2016-06-08,2016-06-08,https://patents.google.com/patent/CN103324695B/zh,
CN-109218062-A,基于置信区间的互联网业务报警方法和装置 ,百度在线网络技术（北京）有限公司,"李海洪, 黄�俊, 罗丽丽, 冯刚",2017-07-07,2017-07-07,2019-01-15,,https://patents.google.com/patent/CN109218062A/zh,
WO-2011127788-A1,用于供用户进行文字输入的方法、设备、服务器及系统 ,百度在线网络技术（北京）有限公司,"戴帅湘, 张晓禹, 瞿轶蒙",2010-04-16,2011-03-29,2011-10-20,,https://patents.google.com/patent/WO2011127788A1/zh,
CN-107656963-A,车主身份识别方法及装置、计算机设备及可读介质 ,百度在线网络技术（北京）有限公司,"荣岳成, 徐之冕, 马旭, 吴松泽",2017-08-11,2017-08-11,2018-02-02,,https://patents.google.com/patent/CN107656963A/zh,
CN-102541947-A,一种用于基于扩展推荐事件更新网页权威值的方法与设备 ,百度在线网络技术（北京）有限公司,"杨宣, 姚旭",2010-12-31,2010-12-31,2012-07-04,,https://patents.google.com/patent/CN102541947A/zh,https://patentimages.storage.googleapis.com/8c/56/54/dbb24d876a0d0c/HDA0000042468400000011.png
CN-102098299-A,知识信息交互服务方法、平台及站点 ,百度在线网络技术（北京）有限公司,"陈霖, 刘英杰, 高媛, 刘昌艳, 杨明, 耿艳坤, 穆建鑫",2010-12-30,2010-12-30,2011-06-15,,https://patents.google.com/patent/CN102098299A/zh,https://patentimages.storage.googleapis.com/fb/bf/0c/6034db4af6d689/HDA0000042038040000011.png
CN-103514268-B,一种用于提供待呈现信息的方法与装置 ,百度在线网络技术（北京）有限公司,"朱延峰, 宋飞, 刘林",2013-09-11,2013-09-11,2017-04-05,2017-04-05,https://patents.google.com/patent/CN103514268B/zh,
CN-102083100-A,一种用于基于站点检测多个资源链接的状态的方法与设备 ,百度在线网络技术（北京）有限公司,姚远,2010-12-31,2010-12-31,2011-06-01,,https://patents.google.com/patent/CN102083100A/zh,https://patentimages.storage.googleapis.com/10/b8/1a/1dc8169f584119/HSA00000416125200011.png
CN-107818538-A,水印图像的处理方法、装置、设备及计算机可读存储介质 ,百度在线网络技术（北京）有限公司,"刘国翌, 李广, 杜宇宁",2017-09-27,2017-09-27,2018-03-20,,https://patents.google.com/patent/CN107818538A/zh,
CN-106028445-B,定位精准度的确定方法和装置 ,百度在线网络技术（北京）有限公司,"蒋敏梅, 王亦乐, 范磊",2016-07-04,2016-07-04,2020-06-26,2020-06-26,https://patents.google.com/patent/CN106028445B/zh,https://patentimages.storage.googleapis.com/c1/e1/a7/e9166bf566f2be/HDA0001040393940000011.png
CN-110674388-A,推送项目的配图方法、装置、存储介质和终端设备 ,百度在线网络技术（北京）有限公司,"余韬, 陈炜于",2018-07-03,2018-07-03,2020-01-10,,https://patents.google.com/patent/CN110674388A/zh,https://patentimages.storage.googleapis.com/16/7b/1d/0c4116a227ae15/HDA0001716956130000011.png
CN-106055572-B,页面转化参数的处理方法及装置 ,百度在线网络技术（北京）有限公司,"李曼, 覃健",2016-05-20,2016-05-20,2020-04-28,2020-04-28,https://patents.google.com/patent/CN106055572B/zh,https://patentimages.storage.googleapis.com/c5/5e/c1/27afea9fcf4f30/HDA0000995132350000011.png
